Column Name,Description in Plain English,Logic / Formula,Source Table(s)
max_error_trans_type_sp,Numeric sequence position of the furthest ONDC funnel stage at which an error was encountered.,"analytics_insight.retail_order_funnel_stage.""max_error_trans_type_sp""",analytics_insight.retail_order_funnel_stage
end_trans_type,"The final ONDC API action type (e.g., search, select, init, confirm, cancel) at which the transaction terminated.","analytics_insight.retail_order_funnel_stage.""end_trans_type""",analytics_insight.retail_order_funnel_stage
qsr,Flag or category indicating whether the order belongs to a Quick Service Restaurant (QSR) merchant segment within the food domain.,"analytics_insight.retail_order_funnel_stage.""qsr""",analytics_insight.retail_order_funnel_stage
"▼ retail_order_igm   (base table, 29 cols)",,,analytics_insight.retail_order_igm
bap_id,Unique identifier of the Buyer App Provider (buyer-side network participant) associated with the grievance ticket.,"analytics_insight.retail_order_igm.""bap_id""",analytics_insight.retail_order_igm
bpp_id,Unique identifier of the Seller App Provider (seller-side network participant) against whom the issue is raised.,"analytics_insight.retail_order_igm.""bpp_id""",analytics_insight.retail_order_igm
ticket_created_date,Timestamp when the IGM grievance ticket was created in the system.,"analytics_insight.retail_order_igm.""ticket_created_date""",analytics_insight.retail_order_igm
Date,"Calendar date (without time) corresponding to the ticket creation, used for daily aggregation.","analytics_insight.retail_order_igm.""Date""",analytics_insight.retail_order_igm
domain,"ONDC network domain of the order (e.g., retail, food and beverages) under which the grievance falls.","analytics_insight.retail_order_igm.""domain""",analytics_insight.retail_order_igm
network_issue_id,Unique identifier assigned to the issue across the ONDC network's IGM system.,"analytics_insight.retail_order_igm.""network_issue_id""",analytics_insight.retail_order_igm
ticket_category,"High-level classification of the grievance nature (e.g., item, fulfillment, payment).","analytics_insight.retail_order_igm.""ticket_category""",analytics_insight.retail_order_igm
ticket_sub_category,Second-level classification providing a more specific issue type within the ticket category.,"analytics_insight.retail_order_igm.""ticket_sub_category""",analytics_insight.retail_order_igm
ticket_sub_cat,"Cleaned or mapped alternate representation of ticket sub-category, used for standardized reporting.","analytics_insight.retail_order_igm.""ticket_sub_cat""",analytics_insight.retail_order_igm
Resolved,Indicator flag or label denoting whether the grievance ticket has been resolved.,"analytics_insight.retail_order_igm.""Resolved""",analytics_insight.retail_order_igm
network_order_id,Unique identifier of the ONDC network order linked to the grievance.,"analytics_insight.retail_order_igm.""network_order_id""",analytics_insight.retail_order_igm
ticket_key,System-level unique key identifying the IGM ticket record.,"analytics_insight.retail_order_igm.""ticket_key""",analytics_insight.retail_order_igm
ticket_source,"Entity or channel that originated the ticket (e.g., buyer, seller, logistics partner).","analytics_insight.retail_order_igm.""ticket_source""",analytics_insight.retail_order_igm
ticket count,"Count of grievance tickets represented by the record, used for aggregation.","analytics_insight.retail_order_igm.""ticket count""",analytics_insight.retail_order_igm
ticket_raiser,"Network participant role (BAP, BPP, or LSP) that raised the grievance.","analytics_insight.retail_order_igm.""ticket_raiser""",analytics_insight.retail_order_igm
ticket_expected_resolution_time,SLA deadline timestamp by which the ticket must be resolved per ONDC IGM TAT norms.,"analytics_insight.retail_order_igm.""ticket_expected_resolution_time""",analytics_insight.retail_order_igm
ticket_status,"Current lifecycle status of the IGM ticket (e.g., Open, Resolved, Closed).","analytics_insight.retail_order_igm.""ticket_status""",analytics_insight.retail_order_igm
Closed date,Timestamp when the ticket was officially closed by the resolving party.,"analytics_insight.retail_order_igm.""Closed date""",analytics_insight.retail_order_igm
r_action_ticket_resolved_date,Timestamp when the respondent network participant marked their action on the ticket as resolved.,"analytics_insight.retail_order_igm.""r_action_ticket_resolved_date""",analytics_insight.retail_order_igm
category,"Product or order category (e.g., grocery, electronics) associated with the disputed order.","analytics_insight.retail_order_igm.""category""",analytics_insight.retail_order_igm
Order Date,Timestamp when the original order linked to this grievance was placed on the network.,"analytics_insight.retail_order_igm.""Order Date""",analytics_insight.retail_order_igm
seller_name,Display name of the seller or merchant on the BPP platform associated with the order.,"analytics_insight.retail_order_igm.""seller_name""",analytics_insight.retail_order_igm
provider_id,Unique identifier of the seller/provider entity on the BPP platform.,"analytics_insight.retail_order_igm.""provider_id""",analytics_insight.retail_order_igm
on_issue_error_code,Error code returned by the BPP in the on_issue API callback during the IGM protocol flow.,"analytics_insight.retail_order_igm.""on_issue_error_code""",analytics_insight.retail_order_igm
issue_sync_response,Response payload or status received during issue synchronization API exchange between network participants.,"analytics_insight.retail_order_igm.""issue_sync_response""",analytics_insight.retail_order_igm
tat_diff(open),"Difference in days between ticket creation and expected resolution time, indicating TAT headroom or breach while ticket is open.","analytics_insight.retail_order_igm.""tat_diff(open)""",analytics_insight.retail_order_igm
sec_diff(open),"Difference in seconds between ticket creation and expected resolution timestamp, for fine-grained open-ticket TAT analysis.","analytics_insight.retail_order_igm.""sec_diff(open)""",analytics_insight.retail_order_igm
min_diff(resolved),"Difference in minutes between ticket creation and actual resolution timestamp, measuring end-to-end resolution speed.","analytics_insight.retail_order_igm.""min_diff(resolved)""",analytics_insight.retail_order_igm
tat_diff(res),"Difference in days between expected resolution time and actual resolution date, where positive values indicate a TAT breach.","analytics_insight.retail_order_igm.""tat_diff(res)""",analytics_insight.retail_order_igm
"▼ retail_order_igm_bv   (view, 55 cols)",,,analytics_insight.retail_order_igm_bv
bap_id,Unique identifier of the Buyer App Network Participant (BAP) that raised the grievance ticket.,"analytics_insight.retail_order_igm_bv.""bap_id""",analytics_insight.retail_order_igm_bv
bpp_id,Unique identifier of the Seller App Network Participant (BPP) against whom the grievance was raised.,"analytics_insight.retail_order_igm_bv.""bpp_id""",analytics_insight.retail_order_igm_bv
ticket_created_date,Timestamp when the IGM grievance ticket was created on the ONDC network.,"analytics_insight.retail_order_igm_bv.""ticket_created_date""",analytics_insight.retail_order_igm_bv
Date,Calendar date (without time component) on which the ticket was created.,"analytics_insight.retail_order_igm_bv.""Date""",analytics_insight.retail_order_igm_bv
domain,"ONDC network domain under which the order and issue are categorised (e.g., retail, logistics).","analytics_insight.retail_order_igm_bv.""domain""",analytics_insight.retail_order_igm_bv
network_issue_id,Unique issue identifier assigned by the ONDC network for end-to-end grievance tracking.,"analytics_insight.retail_order_igm_bv.""network_issue_id""",analytics_insight.retail_order_igm_bv
ticket_category,"High-level issue category as defined in the ONDC IGM specification (e.g., fulfillment, item, payment).","analytics_insight.retail_order_igm_bv.""ticket_category""",analytics_insight.retail_order_igm_bv
ticket_sub_category,Second-level classification of the issue under its primary ticket category.,"analytics_insight.retail_order_igm_bv.""ticket_sub_category""",analytics_insight.retail_order_igm_bv
ticket_sub_cat,Normalised or alternate sub-category label for the issue used for reporting consistency.,"analytics_insight.retail_order_igm_bv.""ticket_sub_cat""",analytics_insight.retail_order_igm_bv
Resolved,"Resolution status of the ticket: 'Yes' (resolved), 'No' (unresolved), or 'Forced Resolved' (administratively closed).","analytics_insight.retail_order_igm_bv.""Resolved""",analytics_insight.retail_order_igm_bv
network_order_id,ONDC network-level order identifier linking the grievance ticket to the originating retail order.,"analytics_insight.retail_order_igm_bv.""network_order_id""",analytics_insight.retail_order_igm_bv
ticket_key,Unique key assigned to the ticket within the grievance management system.,"analytics_insight.retail_order_igm_bv.""ticket_key""",analytics_insight.retail_order_igm_bv
ticket_source,Channel or system through which the ticket was originally submitted.,"analytics_insight.retail_order_igm_bv.""ticket_source""",analytics_insight.retail_order_igm_bv
ticket count,Row-level ticket count (typically 1) used as a summable metric in aggregations.,"analytics_insight.retail_order_igm_bv.""ticket count""",analytics_insight.retail_order_igm_bv
ticket_raiser,"Party that raised the ticket — buyer, seller, or logistics network participant.","analytics_insight.retail_order_igm_bv.""ticket_raiser""",analytics_insight.retail_order_igm_bv
ticket_expected_resolution_time,SLA/TAT deadline timestamp by which the ticket is contractually expected to be resolved.,"analytics_insight.retail_order_igm_bv.""ticket_expected_resolution_time""",analytics_insight.retail_order_igm_bv
ticket_status,"Current workflow status of the ticket on the network (e.g., OPEN, CLOSED, RESOLVED).","analytics_insight.retail_order_igm_bv.""ticket_status""",analytics_insight.retail_order_igm_bv
Closed date,Timestamp when the ticket was officially closed on the network.,"analytics_insight.retail_order_igm_bv.""Closed date""",analytics_insight.retail_order_igm_bv
r_action_ticket_resolved_date,Timestamp when the responding party (seller NP) marked the ticket as resolved in their system.,"analytics_insight.retail_order_igm_bv.""r_action_ticket_resolved_date""",analytics_insight.retail_order_igm_bv
category,"Standardised issue category used for analytics grouping, may differ from the raw ticket_category field.","analytics_insight.retail_order_igm_bv.""category""",analytics_insight.retail_order_igm_bv
Order Date,Timestamp of the original retail order associated with this grievance.,"analytics_insight.retail_order_igm_bv.""Order Date""",analytics_insight.retail_order_igm_bv
seller_name,Display name of the seller whose order is the subject of the grievance.,"analytics_insight.retail_order_igm_bv.""seller_name""",analytics_insight.retail_order_igm_bv
provider_id,Unique identifier of the seller or provider on the ONDC network.,"analytics_insight.retail_order_igm_bv.""provider_id""",analytics_insight.retail_order_igm_bv
on_issue_error_code,"Error code returned by the seller NP in the on_issue callback, indicating a processing error or rejection.","analytics_insight.retail_order_igm_bv.""on_issue_error_code""",analytics_insight.retail_order_igm_bv
issue_sync_response,Synchronous response (ACK or NACK) from the seller NP when the issue was first transmitted to them.,"analytics_insight.retail_order_igm_bv.""issue_sync_response""",analytics_insight.retail_order_igm_bv
tat_diff(open),Seconds by which an unresolved ticket has exceeded (positive) or remains within (negative or zero) its TAT deadline.,"analytics_insight.retail_order_igm_bv.""tat_diff(open)""",analytics_insight.retail_order_igm_bv
sec_diff(open),"Age in seconds of an unresolved ticket, measured from creation time to the current snapshot.","analytics_insight.retail_order_igm_bv.""sec_diff(open)""",analytics_insight.retail_order_igm_bv
min_diff(resolved),Duration in seconds between ticket creation and resolution for resolved tickets (used to bucket resolution speed into day ranges).,"analytics_insight.retail_order_igm_bv.""min_diff(resolved)""",analytics_insight.retail_order_igm_bv
tat_diff(res),Difference in seconds between the actual resolution timestamp and the TAT deadline; negative or zero means resolved within SLA.,"analytics_insight.retail_order_igm_bv.""tat_diff(res)""",analytics_insight.retail_order_igm_bv
Seller NP,"Display name of the Seller Network Participant, looked up from the seller NP dimension table via bpp_id.","analytics_insight.retail_order_igm_bv.""Seller NP""",analytics_insight.retail_order_igm_bv
Buyer NP,"Display name of the Buyer Network Participant, looked up from the buyer NP dimension table via bap_id.","analytics_insight.retail_order_igm_bv.""Buyer NP""",analytics_insight.retail_order_igm_bv
rejected,"Binary flag (1 = rejected, 0 = accepted) indicating whether the seller NP rejected the issue via NACK or a non-empty error code.","analytics_insight.retail_order_igm_bv.""rejected""",analytics_insight.retail_order_igm_bv
Rejected Retail,Ticket count for rows where the seller NP rejected the issue (NACK response or non-empty on_issue error code).,"analytics_insight.retail_order_igm_bv.""Rejected Retail""",analytics_insight.retail_order_igm_bv
Ticket_new_count,"Ticket count for valid, non-rejected tickets successfully accepted by the seller NP on the network.","analytics_insight.retail_order_igm_bv.""Ticket_new_count""",analytics_insight.retail_order_igm_bv
NACK Retail,Ticket count for tickets where the seller NP returned a synchronous NACK response upon issue receipt.,"analytics_insight.retail_order_igm_bv.""NACK Retail""",analytics_insight.retail_order_igm_bv
ACK Retail,Ticket count for tickets where the seller NP returned a synchronous ACK response upon issue receipt.,"analytics_insight.retail_order_igm_bv.""ACK Retail""",analytics_insight.retail_order_igm_bv
On_Issue Error Retail,Ticket count for tickets where the seller NP's on_issue callback contained a non-null error code.,"analytics_insight.retail_order_igm_bv.""On_Issue Error Retail""",analytics_insight.retail_order_igm_bv
resolved_ticket,Ticket count for tickets with resolution status 'Yes' (genuinely resolved by the seller NP).,"analytics_insight.retail_order_igm_bv.""resolved_ticket""",analytics_insight.retail_order_igm_bv
unresolved_ticket,Ticket count for tickets with resolution status 'No' (not yet resolved).,"analytics_insight.retail_order_igm_bv.""unresolved_ticket""",analytics_insight.retail_order_igm_bv
forced_resolved_ticket,Ticket count for tickets administratively closed by the network as 'Forced Resolved' without genuine seller resolution.,"analytics_insight.retail_order_igm_bv.""forced_resolved_ticket""",analytics_insight.retail_order_igm_bv
Unresolved and not closed,"Ticket count for tickets that are both unresolved and still in a non-CLOSED status, i.e., actively pending action.","analytics_insight.retail_order_igm_bv.""Unresolved and not closed""",analytics_insight.retail_order_igm_bv
Resolution within TAT,Ticket count for resolved tickets where resolution occurred at or before the TAT deadline.,"analytics_insight.retail_order_igm_bv.""Resolution within TAT""",analytics_insight.retail_order_igm_bv
No Resolution & within TAT,Ticket count for unresolved tickets that have not yet breached their TAT deadline.,"analytics_insight.retail_order_igm_bv.""No Resolution & within TAT""",analytics_insight.retail_order_igm_bv
No Resolution & outside TAT,Ticket count for unresolved tickets that have exceeded their TAT deadline and are overdue.,"analytics_insight.retail_order_igm_bv.""No Resolution & outside TAT""",analytics_insight.retail_order_igm_bv
Resolved Ticket (0–1 day) (Retail),Count of resolved retail tickets where resolution time was within 0 to 1 day of creation.,"analytics_insight.retail_order_igm_bv.""Resolved Ticket (0–1 day) (Retail)""",analytics_insight.retail_order_igm_bv
Resolved Ticket (1–3 day) (Retail),Count of resolved retail tickets where resolution time was between 1 and 3 days.,"analytics_insight.retail_order_igm_bv.""Resolved Ticket (1–3 day) (Retail)""",analytics_insight.retail_order_igm_bv
Resolved Ticket (3–5 day) (Retail),Count of resolved retail tickets where resolution time was between 3 and 5 days.,"analytics_insight.retail_order_igm_bv.""Resolved Ticket (3–5 day) (Retail)""",analytics_insight.retail_order_igm_bv
Resolved Ticket(5-10 day) (Retail),Count of resolved retail tickets where resolution time was between 5 and 10 days.,"analytics_insight.retail_order_igm_bv.""Resolved Ticket(5-10 day) (Retail)""",analytics_insight.retail_order_igm_bv
Resolved Ticket (Above 10 days) (Retail),Count of resolved retail tickets where resolution time exceeded 10 days.,"analytics_insight.retail_order_igm_bv.""Resolved Ticket (Above 10 days) (Retail)""",analytics_insight.retail_order_igm_bv
Unresolved Ticket (0–1 day) (Retail),Count of currently unresolved retail tickets that have been open for less than 1 day.,"analytics_insight.retail_order_igm_bv.""Unresolved Ticket (0–1 day) (Retail)""",analytics_insight.retail_order_igm_bv
Unresolved Ticket (1–3 day) (Retail),Count of currently unresolved retail tickets that have been open between 1 and 3 days.,"analytics_insight.retail_order_igm_bv.""Unresolved Ticket (1–3 day) (Retail)""",analytics_insight.retail_order_igm_bv
Unresolved Ticket (3–5 day) (Retail),Count of currently unresolved retail tickets that have been open between 3 and 5 days.,"analytics_insight.retail_order_igm_bv.""Unresolved Ticket (3–5 day) (Retail)""",analytics_insight.retail_order_igm_bv
Unresolved Ticket (5–10 day) (Retail),Count of currently unresolved retail tickets that have been open between 5 and 10 days.,"analytics_insight.retail_order_igm_bv.""Unresolved Ticket (5–10 day) (Retail)""",analytics_insight.retail_order_igm_bv
Unresolved Ticket (Above 10 days) (Retail),Count of currently unresolved retail tickets that have been open for more than 10 days.,"analytics_insight.retail_order_igm_bv.""Unresolved Ticket (Above 10 days) (Retail)""",analytics_insight.retail_order_igm_bv
Average Resolved Time,Time taken to resolve the ticket expressed in fractional days (null for unresolved tickets).,"analytics_insight.retail_order_igm_bv.""Average Resolved Time""",analytics_insight.retail_order_igm_bv
"▼ retail_order_igm_stage   (base table, 29 cols)",,,analytics_insight.retail_order_igm_stage
bap_id,,"analytics_insight.retail_order_igm_stage.""bap_id""",analytics_insight.retail_order_igm_stage
bpp_id,,"analytics_insight.retail_order_igm_stage.""bpp_id""",analytics_insight.retail_order_igm_stage
ticket_created_date,,"analytics_insight.retail_order_igm_stage.""ticket_created_date""",analytics_insight.retail_order_igm_stage
Date,,"analytics_insight.retail_order_igm_stage.""Date""",analytics_insight.retail_order_igm_stage
domain,,"analytics_insight.retail_order_igm_stage.""domain""",analytics_insight.retail_order_igm_stage
network_issue_id,,"analytics_insight.retail_order_igm_stage.""network_issue_id""",analytics_insight.retail_order_igm_stage
ticket_category,,"analytics_insight.retail_order_igm_stage.""ticket_category""",analytics_insight.retail_order_igm_stage
ticket_sub_category,,"analytics_insight.retail_order_igm_stage.""ticket_sub_category""",analytics_insight.retail_order_igm_stage
ticket_sub_cat,,"analytics_insight.retail_order_igm_stage.""ticket_sub_cat""",analytics_insight.retail_order_igm_stage
Resolved,,"analytics_insight.retail_order_igm_stage.""Resolved""",analytics_insight.retail_order_igm_stage
network_order_id,,"analytics_insight.retail_order_igm_stage.""network_order_id""",analytics_insight.retail_order_igm_stage
ticket_key,,"analytics_insight.retail_order_igm_stage.""ticket_key""",analytics_insight.retail_order_igm_stage
ticket_source,,"analytics_insight.retail_order_igm_stage.""ticket_source""",analytics_insight.retail_order_igm_stage
ticket count,,"analytics_insight.retail_order_igm_stage.""ticket count""",analytics_insight.retail_order_igm_stage
ticket_raiser,,"analytics_insight.retail_order_igm_stage.""ticket_raiser""",analytics_insight.retail_order_igm_stage
ticket_expected_resolution_time,,"analytics_insight.retail_order_igm_stage.""ticket_expected_resolution_time""",analytics_insight.retail_order_igm_stage
ticket_status,,"analytics_insight.retail_order_igm_stage.""ticket_status""",analytics_insight.retail_order_igm_stage
Closed date,,"analytics_insight.retail_order_igm_stage.""Closed date""",analytics_insight.retail_order_igm_stage
r_action_ticket_resolved_date,,"analytics_insight.retail_order_igm_stage.""r_action_ticket_resolved_date""",analytics_insight.retail_order_igm_stage
category,,"analytics_insight.retail_order_igm_stage.""category""",analytics_insight.retail_order_igm_stage
Order Date,,"analytics_insight.retail_order_igm_stage.""Order Date""",analytics_insight.retail_order_igm_stage
seller_name,,"analytics_insight.retail_order_igm_stage.""seller_name""",analytics_insight.retail_order_igm_stage
provider_id,,"analytics_insight.retail_order_igm_stage.""provider_id""",analytics_insight.retail_order_igm_stage
on_issue_error_code,,"analytics_insight.retail_order_igm_stage.""on_issue_error_code""",analytics_insight.retail_order_igm_stage
issue_sync_response,,"analytics_insight.retail_order_igm_stage.""issue_sync_response""",analytics_insight.retail_order_igm_stage
tat_diff(open),,"analytics_insight.retail_order_igm_stage.""tat_diff(open)""",analytics_insight.retail_order_igm_stage
sec_diff(open),,"analytics_insight.retail_order_igm_stage.""sec_diff(open)""",analytics_insight.retail_order_igm_stage
min_diff(resolved),,"analytics_insight.retail_order_igm_stage.""min_diff(resolved)""",analytics_insight.retail_order_igm_stage
tat_diff(res),,"analytics_insight.retail_order_igm_stage.""tat_diff(res)""",analytics_insight.retail_order_igm_stage
"▼ retail_processed_error   (base table, 13 cols)",,,analytics_insight.retail_processed_error
Created At,,"analytics_insight.retail_processed_error.""Created At""",analytics_insight.retail_processed_error
Error Code,,"analytics_insight.retail_processed_error.""Error Code""",analytics_insight.retail_processed_error
Action,,"analytics_insight.retail_processed_error.""Action""",analytics_insight.retail_processed_error
Domain,,"analytics_insight.retail_processed_error.""Domain""",analytics_insight.retail_processed_error
Bap ID,,"analytics_insight.retail_processed_error.""Bap ID""",analytics_insight.retail_processed_error
Bpp ID,,"analytics_insight.retail_processed_error.""Bpp ID""",analytics_insight.retail_processed_error
Provider ID,,"analytics_insight.retail_processed_error.""Provider ID""",analytics_insight.retail_processed_error
Order Level,,"analytics_insight.retail_processed_error.""Order Level""",analytics_insight.retail_processed_error
join_column_nhm,,"analytics_insight.retail_processed_error.""join_column_nhm""",analytics_insight.retail_processed_error
joinn,,"analytics_insight.retail_processed_error.""joinn""",analytics_insight.retail_processed_error
Count,,"analytics_insight.retail_processed_error.""Count""",analytics_insight.retail_processed_error
Base_action,,"analytics_insight.retail_processed_error.""Base_action""",analytics_insight.retail_processed_error
Mcount,,"analytics_insight.retail_processed_error.""Mcount""",analytics_insight.retail_processed_error
"▼ retail_processed_error_stage   (base table, 13 cols)",,,analytics_insight.retail_processed_error_stage
Created At,,"analytics_insight.retail_processed_error_stage.""Created At""",analytics_insight.retail_processed_error_stage
Error Code,,"analytics_insight.retail_processed_error_stage.""Error Code""",analytics_insight.retail_processed_error_stage
Action,,"analytics_insight.retail_processed_error_stage.""Action""",analytics_insight.retail_processed_error_stage
Domain,,"analytics_insight.retail_processed_error_stage.""Domain""",analytics_insight.retail_processed_error_stage
Bap ID,,"analytics_insight.retail_processed_error_stage.""Bap ID""",analytics_insight.retail_processed_error_stage
Bpp ID,,"analytics_insight.retail_processed_error_stage.""Bpp ID""",analytics_insight.retail_processed_error_stage
Provider ID,,"analytics_insight.retail_processed_error_stage.""Provider ID""",analytics_insight.retail_processed_error_stage
Order Level,,"analytics_insight.retail_processed_error_stage.""Order Level""",analytics_insight.retail_processed_error_stage
join_column_nhm,,"analytics_insight.retail_processed_error_stage.""join_column_nhm""",analytics_insight.retail_processed_error_stage
joinn,,"analytics_insight.retail_processed_error_stage.""joinn""",analytics_insight.retail_processed_error_stage
Count,,"analytics_insight.retail_processed_error_stage.""Count""",analytics_insight.retail_processed_error_stage
Base_action,,"analytics_insight.retail_processed_error_stage.""Base_action""",analytics_insight.retail_processed_error_stage
Mcount,,"analytics_insight.retail_processed_error_stage.""Mcount""",analytics_insight.retail_processed_error_stage
"▼ retail_rejected_data   (base table, 12 cols)",,,analytics_insight.retail_rejected_data
Date,,"analytics_insight.retail_rejected_data.""Date""",analytics_insight.retail_rejected_data
Bap ID,,"analytics_insight.retail_rejected_data.""Bap ID""",analytics_insight.retail_rejected_data
Bpp ID,,"analytics_insight.retail_rejected_data.""Bpp ID""",analytics_insight.retail_rejected_data
Domain,,"analytics_insight.retail_rejected_data.""Domain""",analytics_insight.retail_rejected_data
Network order id,,"analytics_insight.retail_rejected_data.""Network order id""",analytics_insight.retail_rejected_data
Distinct message id,,"analytics_insight.retail_rejected_data.""Distinct message id""",analytics_insight.retail_rejected_data
Distinct count,,"analytics_insight.retail_rejected_data.""Distinct count""",analytics_insight.retail_rejected_data
ACK count,,"analytics_insight.retail_rejected_data.""ACK count""",analytics_insight.retail_rejected_data
NACK count,,"analytics_insight.retail_rejected_data.""NACK count""",analytics_insight.retail_rejected_data
NULL count,,"analytics_insight.retail_rejected_data.""NULL count""",analytics_insight.retail_rejected_data
Cancel count,,"analytics_insight.retail_rejected_data.""Cancel count""",analytics_insight.retail_rejected_data
On cancel count,,"analytics_insight.retail_rejected_data.""On cancel count""",analytics_insight.retail_rejected_data
"▼ retail_rejected_data_bv   (view, 23 cols)",,,analytics_insight.retail_rejected_data_bv
Date,,"analytics_insight.retail_rejected_data_bv.""Date""",analytics_insight.retail_rejected_data_bv
Bap ID,,"analytics_insight.retail_rejected_data_bv.""Bap ID""",analytics_insight.retail_rejected_data_bv
Bpp ID,,"analytics_insight.retail_rejected_data_bv.""Bpp ID""",analytics_insight.retail_rejected_data_bv
Domain,,"analytics_insight.retail_rejected_data_bv.""Domain""",analytics_insight.retail_rejected_data_bv
Network order id,,"analytics_insight.retail_rejected_data_bv.""Network order id""",analytics_insight.retail_rejected_data_bv
Distinct message id,,"analytics_insight.retail_rejected_data_bv.""Distinct message id""",analytics_insight.retail_rejected_data_bv
Distinct count,,"analytics_insight.retail_rejected_data_bv.""Distinct count""",analytics_insight.retail_rejected_data_bv
ACK count,,"analytics_insight.retail_rejected_data_bv.""ACK count""",analytics_insight.retail_rejected_data_bv
NACK count,,"analytics_insight.retail_rejected_data_bv.""NACK count""",analytics_insight.retail_rejected_data_bv
NULL count,,"analytics_insight.retail_rejected_data_bv.""NULL count""",analytics_insight.retail_rejected_data_bv
Cancel count,,"analytics_insight.retail_rejected_data_bv.""Cancel count""",analytics_insight.retail_rejected_data_bv
On cancel count,,"analytics_insight.retail_rejected_data_bv.""On cancel count""",analytics_insight.retail_rejected_data_bv
dictinct_count,,"analytics_insight.retail_rejected_data_bv.""dictinct_count""",analytics_insight.retail_rejected_data_bv
bap_id,,"analytics_insight.retail_rejected_data_bv.""bap_id""",analytics_insight.retail_rejected_data_bv
bpp_id,,"analytics_insight.retail_rejected_data_bv.""bpp_id""",analytics_insight.retail_rejected_data_bv
domain,,"analytics_insight.retail_rejected_data_bv.""domain""",analytics_insight.retail_rejected_data_bv
Buyer NP,,"analytics_insight.retail_rejected_data_bv.""Buyer NP""",analytics_insight.retail_rejected_data_bv
Seller NP,,"analytics_insight.retail_rejected_data_bv.""Seller NP""",analytics_insight.retail_rejected_data_bv
BPP Title,,"analytics_insight.retail_rejected_data_bv.""BPP Title""",analytics_insight.retail_rejected_data_bv
BAP Title,,"analytics_insight.retail_rejected_data_bv.""BAP Title""",analytics_insight.retail_rejected_data_bv
BPP Subtitle,,"analytics_insight.retail_rejected_data_bv.""BPP Subtitle""",analytics_insight.retail_rejected_data_bv
BAP Subtitle,,"analytics_insight.retail_rejected_data_bv.""BAP Subtitle""",analytics_insight.retail_rejected_data_bv
Title for KPI,,"analytics_insight.retail_rejected_data_bv.""Title for KPI""",analytics_insight.retail_rejected_data_bv
"▼ retail_rejected_data_stage   (base table, 12 cols)",,,analytics_insight.retail_rejected_data_stage
Date,,"analytics_insight.retail_rejected_data_stage.""Date""",analytics_insight.retail_rejected_data_stage
Bap ID,,"analytics_insight.retail_rejected_data_stage.""Bap ID""",analytics_insight.retail_rejected_data_stage
Bpp ID,,"analytics_insight.retail_rejected_data_stage.""Bpp ID""",analytics_insight.retail_rejected_data_stage
Domain,,"analytics_insight.retail_rejected_data_stage.""Domain""",analytics_insight.retail_rejected_data_stage
Network order id,,"analytics_insight.retail_rejected_data_stage.""Network order id""",analytics_insight.retail_rejected_data_stage
Distinct message id,,"analytics_insight.retail_rejected_data_stage.""Distinct message id""",analytics_insight.retail_rejected_data_stage
Distinct count,,"analytics_insight.retail_rejected_data_stage.""Distinct count""",analytics_insight.retail_rejected_data_stage
ACK count,,"analytics_insight.retail_rejected_data_stage.""ACK count""",analytics_insight.retail_rejected_data_stage
NACK count,,"analytics_insight.retail_rejected_data_stage.""NACK count""",analytics_insight.retail_rejected_data_stage
NULL count,,"analytics_insight.retail_rejected_data_stage.""NULL count""",analytics_insight.retail_rejected_data_stage
Cancel count,,"analytics_insight.retail_rejected_data_stage.""Cancel count""",analytics_insight.retail_rejected_data_stage
On cancel count,,"analytics_insight.retail_rejected_data_stage.""On cancel count""",analytics_insight.retail_rejected_data_stage
"▼ retail_seller_density   (view, 58 cols)",,,analytics_insight.retail_seller_density
Date,,"analytics_insight.retail_seller_density.""Date""",analytics_insight.retail_seller_density
pin_code,,"analytics_insight.retail_seller_density.""pin_code""",analytics_insight.retail_seller_density
Seller City,,"analytics_insight.retail_seller_density.""Seller City""",analytics_insight.retail_seller_density
Seller Count,,"analytics_insight.retail_seller_density.""Seller Count""",analytics_insight.retail_seller_density
All_pin_greater_than_1,,"analytics_insight.retail_seller_density.""All_pin_greater_than_1""",analytics_insight.retail_seller_density
All_pin_greater_than_2,,"analytics_insight.retail_seller_density.""All_pin_greater_than_2""",analytics_insight.retail_seller_density
All_pin_greater_than_3,,"analytics_insight.retail_seller_density.""All_pin_greater_than_3""",analytics_insight.retail_seller_density
All_pin_greater_than_4,,"analytics_insight.retail_seller_density.""All_pin_greater_than_4""",analytics_insight.retail_seller_density
All_pin_greater_than_5,,"analytics_insight.retail_seller_density.""All_pin_greater_than_5""",analytics_insight.retail_seller_density
Total Pincode,,"analytics_insight.retail_seller_density.""Total Pincode""",analytics_insight.retail_seller_density
grocery>=1,,"analytics_insight.retail_seller_density.""grocery>=1""",analytics_insight.retail_seller_density
grocery>=2,,"analytics_insight.retail_seller_density.""grocery>=2""",analytics_insight.retail_seller_density
grocery>=3,,"analytics_insight.retail_seller_density.""grocery>=3""",analytics_insight.retail_seller_density
grocery>=4,,"analytics_insight.retail_seller_density.""grocery>=4""",analytics_insight.retail_seller_density
grocery> 5,,"analytics_insight.retail_seller_density.""grocery> 5""",analytics_insight.retail_seller_density
fashion> =1,,"analytics_insight.retail_seller_density.""fashion> =1""",analytics_insight.retail_seller_density
fashion> =2,,"analytics_insight.retail_seller_density.""fashion> =2""",analytics_insight.retail_seller_density
