Column Name,Description in Plain English,Logic / Formula,Source Table(s),DDL & Indexes
Mcount,Data representing the mcount.,"analytics_insight.retail_processed_error_stage.""Mcount""",analytics_insight.retail_processed_error_stage,
"▼ retail_rejected_data   (base table, 12 cols)",,,analytics_insight.retail_rejected_data,
Date,Timestamp or date indicating when date occurred.,"analytics_insight.retail_rejected_data.""Date""",analytics_insight.retail_rejected_data,
Bap ID,Unique identifier for the Buyer App (BAP).,"analytics_insight.retail_rejected_data.""Bap ID""",analytics_insight.retail_rejected_data,
Bpp ID,Unique identifier for the Seller App (BPP).,"analytics_insight.retail_rejected_data.""Bpp ID""",analytics_insight.retail_rejected_data,
Domain,"The ONDC network domain (e.g., retail, logistics).","analytics_insight.retail_rejected_data.""Domain""",analytics_insight.retail_rejected_data,
Network order id,Data representing the network order id.,"analytics_insight.retail_rejected_data.""Network order id""",analytics_insight.retail_rejected_data,
Distinct message id,Unique ONDC network message identifier.,"analytics_insight.retail_rejected_data.""Distinct message id""",analytics_insight.retail_rejected_data,
Distinct count,Data representing the distinct count.,"analytics_insight.retail_rejected_data.""Distinct count""",analytics_insight.retail_rejected_data,
ACK count,Data representing the ack count.,"analytics_insight.retail_rejected_data.""ACK count""",analytics_insight.retail_rejected_data,
NACK count,Data representing the nack count.,"analytics_insight.retail_rejected_data.""NACK count""",analytics_insight.retail_rejected_data,
NULL count,Data representing the null count.,"analytics_insight.retail_rejected_data.""NULL count""",analytics_insight.retail_rejected_data,
Cancel count,Data representing the cancel count.,"analytics_insight.retail_rejected_data.""Cancel count""",analytics_insight.retail_rejected_data,
On cancel count,Data representing the on cancel count.,"analytics_insight.retail_rejected_data.""On cancel count""",analytics_insight.retail_rejected_data,
"▼ retail_rejected_data_bv   (view, 23 cols)",,,analytics_insight.retail_rejected_data_bv,"SELECT rd.""Date"",
    rd.""Bap ID"",
    rd.""Bpp ID"",
    rd.""Domain"",
    rd.""Network order id"",
    rd.""Distinct message id"",
    COALESCE(rd.""Distinct count"", 0::bigint) AS ""Distinct count"",
    COALESCE(rd.""ACK count"", 0::bigint) AS ""ACK count"",
    COALESCE(rd.""NACK count"", 0::bigint) AS ""NACK count"",
    COALESCE(rd.""NULL count"", 0::bigint) AS ""NULL count"",
    COALESCE(rd.""Cancel count"", 0::bigint) AS ""Cancel count"",
    COALESCE(rd.""On cancel count"", 0::bigint) AS ""On cancel count"",
    COALESCE(rd.""Distinct count"", 0::bigint) AS dictinct_count,
    rd.""Bap ID"" AS bap_id,
    rd.""Bpp ID"" AS bpp_id,
    rd.""Domain"" AS domain,
    bnp.buyer_np_name AS ""Buyer NP"",
    snp.seller_np_name AS ""Seller NP"",
        CASE
            WHEN rd.""Bpp ID"" IS NOT NULL AND TRIM(BOTH FROM rd.""Bpp ID""::text) <> ''::text THEN 'DETAILED ANALYSIS OF SELLER NP - '::text || rd.""Bpp ID""::text
            ELSE 'DETAILED ANALYSIS OF SELLER NP - OVERALL'::text
        END AS ""BPP Title"",
        CASE
            WHEN rd.""Bap ID"" IS NOT NULL AND TRIM(BOTH FROM rd.""Bap ID""::text) <> ''::text THEN 'DETAILED ANALYSIS OF BUYER NP - '::text || rd.""Bap ID""::text
            ELSE 'DETAILED ANALYSIS OF BUYER NP - OVERALL'::text
        END AS ""BAP Title"",
        CASE
            WHEN rd.""Bpp ID"" IS NOT NULL AND TRIM(BOTH FROM rd.""Bpp ID""::text) <> ''::text THEN rd.""Bpp ID""::text || '(Seller NP)'::text
            ELSE 'Overall(Seller NP)'::text
        END AS ""BPP Subtitle"",
        CASE
            WHEN rd.""Bap ID"" IS NOT NULL AND TRIM(BOTH FROM rd.""Bap ID""::text) <> ''::text THEN rd.""Bap ID""::text || '(Buyer NP)'::text
            ELSE 'Overall(Buyer NP)'::text
        END AS ""BAP Subtitle"",
        CASE
            WHEN rd.""Date"" IS NOT NULL THEN 'Attempt to Confirm on '::text || to_char(rd.""Date""::timestamp with time zone, 'DD Mon''YY'::text)
            ELSE NULL::text
        END AS ""Title for KPI""
   FROM analytics_insight.retail_rejected_data rd
     LEFT JOIN dimension.dim_retail_buyer_np bnp ON bnp.buyer_np::text = rd.""Bap ID""::text
     LEFT JOIN dimension.dim_retail_seller_np snp ON snp.seller_np::text = rd.""Bpp ID""::text;"
Date,Timestamp or date indicating when date occurred.,"analytics_insight.retail_rejected_data_bv.""Date""",analytics_insight.retail_rejected_data_bv,
Bap ID,Unique identifier for the Buyer App (BAP).,"analytics_insight.retail_rejected_data_bv.""Bap ID""",analytics_insight.retail_rejected_data_bv,
Bpp ID,Unique identifier for the Seller App (BPP).,"analytics_insight.retail_rejected_data_bv.""Bpp ID""",analytics_insight.retail_rejected_data_bv,
Domain,"The ONDC network domain (e.g., retail, logistics).","analytics_insight.retail_rejected_data_bv.""Domain""",analytics_insight.retail_rejected_data_bv,
Network order id,Data representing the network order id.,"analytics_insight.retail_rejected_data_bv.""Network order id""",analytics_insight.retail_rejected_data_bv,
Distinct message id,Unique ONDC network message identifier.,"analytics_insight.retail_rejected_data_bv.""Distinct message id""",analytics_insight.retail_rejected_data_bv,
Distinct count,Data representing the distinct count.,"analytics_insight.retail_rejected_data_bv.""Distinct count""",analytics_insight.retail_rejected_data_bv,
ACK count,Data representing the ack count.,"analytics_insight.retail_rejected_data_bv.""ACK count""",analytics_insight.retail_rejected_data_bv,
NACK count,Data representing the nack count.,"analytics_insight.retail_rejected_data_bv.""NACK count""",analytics_insight.retail_rejected_data_bv,
NULL count,Data representing the null count.,"analytics_insight.retail_rejected_data_bv.""NULL count""",analytics_insight.retail_rejected_data_bv,
Cancel count,Data representing the cancel count.,"analytics_insight.retail_rejected_data_bv.""Cancel count""",analytics_insight.retail_rejected_data_bv,
On cancel count,Data representing the on cancel count.,"analytics_insight.retail_rejected_data_bv.""On cancel count""",analytics_insight.retail_rejected_data_bv,
dictinct_count,Data representing the dictinct count.,"analytics_insight.retail_rejected_data_bv.""dictinct_count""",analytics_insight.retail_rejected_data_bv,
bap_id,Unique identifier for the Buyer App (BAP).,"analytics_insight.retail_rejected_data_bv.""bap_id""",analytics_insight.retail_rejected_data_bv,
bpp_id,Unique identifier for the Seller App (BPP).,"analytics_insight.retail_rejected_data_bv.""bpp_id""",analytics_insight.retail_rejected_data_bv,
domain,"The ONDC network domain (e.g., retail, logistics).","analytics_insight.retail_rejected_data_bv.""domain""",analytics_insight.retail_rejected_data_bv,
Buyer NP,Data representing the buyer np.,"analytics_insight.retail_rejected_data_bv.""Buyer NP""",analytics_insight.retail_rejected_data_bv,
Seller NP,Data representing the seller np.,"analytics_insight.retail_rejected_data_bv.""Seller NP""",analytics_insight.retail_rejected_data_bv,
BPP Title,Data representing the bpp title.,"analytics_insight.retail_rejected_data_bv.""BPP Title""",analytics_insight.retail_rejected_data_bv,
BAP Title,Data representing the bap title.,"analytics_insight.retail_rejected_data_bv.""BAP Title""",analytics_insight.retail_rejected_data_bv,
BPP Subtitle,Data representing the bpp subtitle.,"analytics_insight.retail_rejected_data_bv.""BPP Subtitle""",analytics_insight.retail_rejected_data_bv,
BAP Subtitle,Data representing the bap subtitle.,"analytics_insight.retail_rejected_data_bv.""BAP Subtitle""",analytics_insight.retail_rejected_data_bv,
Title for KPI,Data representing the title for kpi.,"analytics_insight.retail_rejected_data_bv.""Title for KPI""",analytics_insight.retail_rejected_data_bv,
"▼ retail_rejected_data_stage   (base table, 12 cols)",,,analytics_insight.retail_rejected_data_stage,
Date,Timestamp or date indicating when date occurred.,"analytics_insight.retail_rejected_data_stage.""Date""",analytics_insight.retail_rejected_data_stage,
Bap ID,Unique identifier for the Buyer App (BAP).,"analytics_insight.retail_rejected_data_stage.""Bap ID""",analytics_insight.retail_rejected_data_stage,
Bpp ID,Unique identifier for the Seller App (BPP).,"analytics_insight.retail_rejected_data_stage.""Bpp ID""",analytics_insight.retail_rejected_data_stage,
Domain,"The ONDC network domain (e.g., retail, logistics).","analytics_insight.retail_rejected_data_stage.""Domain""",analytics_insight.retail_rejected_data_stage,
Network order id,Data representing the network order id.,"analytics_insight.retail_rejected_data_stage.""Network order id""",analytics_insight.retail_rejected_data_stage,
Distinct message id,Unique ONDC network message identifier.,"analytics_insight.retail_rejected_data_stage.""Distinct message id""",analytics_insight.retail_rejected_data_stage,
Distinct count,Data representing the distinct count.,"analytics_insight.retail_rejected_data_stage.""Distinct count""",analytics_insight.retail_rejected_data_stage,
ACK count,Data representing the ack count.,"analytics_insight.retail_rejected_data_stage.""ACK count""",analytics_insight.retail_rejected_data_stage,
NACK count,Data representing the nack count.,"analytics_insight.retail_rejected_data_stage.""NACK count""",analytics_insight.retail_rejected_data_stage,
NULL count,Data representing the null count.,"analytics_insight.retail_rejected_data_stage.""NULL count""",analytics_insight.retail_rejected_data_stage,
Cancel count,Data representing the cancel count.,"analytics_insight.retail_rejected_data_stage.""Cancel count""",analytics_insight.retail_rejected_data_stage,
On cancel count,Data representing the on cancel count.,"analytics_insight.retail_rejected_data_stage.""On cancel count""",analytics_insight.retail_rejected_data_stage,
